Date,Time,1LAC03CT105_XQ02.Out.Average,1LAC03CT106_XQ02.Out.Average,1LAC03CT107_XQ02.Out.Average,1LAC03CT108_XQ02.Out.Average,1LAC23CS101_XQ50.Out.Average,1LAC23CS102_XQ50.Out.Average,1MdbfpC_SucFlAct.Out.Average,1LAB23CP101_XQ01.Out.Average,1LAB23CP102_XQ01.Out.Average,1LAC23CT116_XQ02.Out.Average,1LAC23CT117_XQ02.Out.Average,1LAC23CT118_XQ02.Out.Average
04/30/2026,21:43:00,37.02555,36.66345,37.81113,38.05984,0,0,42.99672,5.207637,5.150414,37.01933,36.49911,36.39511
04/30/2026,21:44:00,36.60315,36.60311,36.94995,37.17101,0,0,42.99672,5.207637,5.150414,37.01933,36.49911,36.39511
04/30/2026,21:45:00,36.60315,36.60311,36.94995,36.98465,0,0,43.27069,5.207637,5.150414,36.75758,36.2543,35.95066
04/30/2026,21:46:00,36.03654,35.64849,36.88736,36.90187,0,0,44.18296,5.207637,5.150414,35.94437,35.49374,35.35507
04/30/2026,21:47:00,35.52832,35.49373,35.90967,35.90969,0,0,43.15063,5.207637,5.150414,35.94437,35.49374,35.35507
04/30/2026,21:48:00,35.52832,35.49373,35.90967,35.90969,0,0,42.34737,5.207637,5.150414,35.94437,35.49374,35.35507
04/30/2026,21:49:00,35.52832,35.49373,35.90967,35.90969,0,0,42.34737,5.207637,5.150414,35.94437,35.49374,35.35507
04/30/2026,21:50:00,35.52832,35.08457,35.90967,35.26365,0,0,42.34737,5.207637,5.150414,35.46653,34.69634,34.68682
04/30/2026,21:51:00,34.79007,34.45394,34.92816,34.90445,0,0,42.34737,5.207637,5.150414,34.90446,34.48861,34.31527
04/30/2026,21:52:00,34.48853,34.45394,34.86975,34.90445,0,0,42.34737,5.207637,5.150414,34.90446,34.48861,34.31527
04/30/2026,21:53:00,34.48853,34.45394,34.86975,34.90445,0,0,42.34737,5.207637,5.150414,34.90446,34.48861,34.31527
04/30/2026,21:54:00,34.48853,34.45394,34.86975,34.90445,0,0,42.34737,5.207637,5.150414,34.90446,34.48861,34.31527
04/30/2026,21:55:00,34.48853,34.45394,34.86975,34.90445,0,0,42.84585,5.207637,5.150414,34.90446,34.48861,34.31527
04/30/2026,21:56:00,34.48853,34.45394,34.86975,34.90445,0,0,43.16592,5.207637,5.150414,34.90446,34.48861,34.31527
04/30/2026,21:57:00,34.48853,34.45394,34.39138,34.09116,0,0,43.66014,5.207637,5.150414,34.90446,34.48861,34.31527
04/30/2026,21:58:00,34.48853,33.62317,33.8302,33.89956,0,0,43.82402,5.207637,5.150414,34.90446,34.48861,34.31527
04/30/2026,21:59:00,34.48853,33.44918,33.8302,33.89956,0,0,44.29903,5.207637,5.150414,34.90446,34.29433,34.31527
04/30/2026,22:00:00,34.48853,33.44918,33.8302,33.89956,0,0,44.29903,5.207637,5.150414,34.90446,33.48373,34.31527
04/30/2026,22:01:00,33.5876,33.31047,33.5876,33.51831,0,0,44.40856,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:02:00,33.5876,33.31047,33.5876,33.51831,0,0,45.19211,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:03:00,33.5876,33.31047,33.5876,33.51831,0,0,45.55096,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:04:00,33.5876,33.31047,33.5876,33.51831,0,0,45.55096,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:05:00,33.5876,33.31047,33.5876,33.51831,0,0,45.55096,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:06:00,33.5876,33.31047,33.5876,33.51831,0,0,45.55096,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:07:00,33.5876,33.31047,33.5876,33.51831,0,0,45.55096,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:08:00,33.5876,33.31047,33.5876,33.51831,0,0,45.26183,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:09:00,33.5876,33.31047,33.5876,33.51831,0,0,43.89204,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:10:00,33.5876,33.31047,33.5876,33.51831,0,0,42.30368,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:11:00,33.5876,33.31047,33.5876,33.51831,0,0,41.70205,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:12:00,33.5876,33.31047,33.5876,33.51831,0,0,41.70205,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:13:00,33.5876,33.31047,33.5876,33.51831,0,0,41.70205,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:14:00,33.5876,33.31047,33.5876,33.51831,0,0,41.70205,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:15:00,33.5876,33.31047,33.5876,33.51831,0,0,41.79753,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:16:00,33.5876,33.31047,33.5876,33.51831,0,0,43.98157,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:17:00,33.5876,33.31047,33.5876,33.51831,0,0,44.77322,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:18:00,33.5876,33.31047,33.5876,33.51831,0,0,46.18172,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:19:00,33.5876,33.31047,33.5876,33.51831,0,0,46.78299,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:20:00,33.5876,33.31047,33.5876,33.51831,0,0,47.21532,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:21:00,33.5876,33.31047,33.5876,33.51831,0,0,47.38055,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:22:00,33.5876,33.31047,33.5876,33.51831,0,0,46.10157,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:23:00,33.5876,33.31047,33.5876,33.51831,0,0,44.95141,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:24:00,33.5876,33.31047,33.5876,33.51831,0,0,44.50877,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:25:00,33.5876,33.31047,33.5876,33.51831,0,0,44.32489,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:26:00,33.5876,33.31047,33.5876,33.51831,0,0,44.32489,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:27:00,33.5876,33.31047,33.5876,33.51831,0,0,44.32489,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:28:00,33.5876,33.31047,33.5876,33.51831,0,0,44.32489,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:29:00,33.5876,33.31047,33.5876,33.51831,0,0,44.32489,5.024493,5.127501,34.00335,33.44902,33.37975
04/30/2026,22:30:00,33.5876,33.31047,33.5876,33.51831,0,0,44.32489,5.024493,5.127501,34.00335,33.44902,33.37975
